SITE_ID,SITE_NUM,CONTROLLER_NUM,CONTROLLER_NAME,LAC,CI,REGION,NSA,SITE_NAME,POI_NAME,POI_LOCATION,POI_LONGITUDE,POI_LATITUDE,KATEGORI
BLC021,4440,311,BSCZ_BLC1,3,32214,KALIMANTAN,BANJARMASIN,S_BLC021_PELITA,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC021,4440,311,BSCZ_BLC1,3,32215,KALIMANTAN,BANJARMASIN,S_BLC021_PELITA,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC021,4440,311,BSCZ_BLC1,3,32216,KALIMANTAN,BANJARMASIN,S_BLC021_PELITA,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC021,4440,311,BSCZ_BLC1,3,32211,KALIMANTAN,BANJARMASIN,S_BLC021_PELITA,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC021,4440,311,BSCZ_BLC1,3,32212,KALIMANTAN,BANJARMASIN,S_BLC021_PELITA,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC021,4440,311,BSCZ_BLC1,3,32213,KALIMANTAN,BANJARMASIN,S_BLC021_PELITA,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC119,4508,311,BSCZ_BLC1,3,31194,KALIMANTAN,BANJARMASIN,S_BLC119_FRIENDSHIP-PTI,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC119,4508,311,BSCZ_BLC1,3,31195,KALIMANTAN,BANJARMASIN,S_BLC119_FRIENDSHIP-PTI,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC119,4508,311,BSCZ_BLC1,3,31196,KALIMANTAN,BANJARMASIN,S_BLC119_FRIENDSHIP-PTI,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC151,4525,311,BSCZ_BLC1,3,31514,KALIMANTAN,BANJARMASIN,S_BLC151_PELABUHANSAMUDRA-DMT,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC151,4525,311,BSCZ_BLC1,3,31515,KALIMANTAN,BANJARMASIN,S_BLC151_PELABUHANSAMUDRA-DMT,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC151,4525,311,BSCZ_BLC1,3,31516,KALIMANTAN,BANJARMASIN,S_BLC151_PELABUHANSAMUDRA-DMT,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC151,4525,311,BSCZ_BLC1,3,31511,KALIMANTAN,BANJARMASIN,S_BLC151_PELABUHANSAMUDRA-DMT,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC151,4525,311,BSCZ_BLC1,3,31512,KALIMANTAN,BANJARMASIN,S_BLC151_PELABUHANSAMUDRA-DMT,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BLC151,4525,311,BSCZ_BLC1,3,31513,KALIMANTAN,BANJARMASIN,S_BLC151_PELABUHANSAMUDRA-DMT,TAMAN EDUKASI BATULICIN,SPECIAL AREA/MALL/ALUN ALUN,116.0021908,-3.4309269,POI BAU
BJM185,4289,309,BSCZ_BJM1,4,31851,KALIMANTAN,BANJARMASIN,S_BJM185M21_JALANSARTIKABANJARMASIN-DMT,KELAYAN,RESIDENTIAL,114.6003587,-3.34188,POI BAU
BJM185,4289,309,BSCZ_BJM1,4,31852,KALIMANTAN,BANJARMASIN,S_BJM185M21_JALANSARTIKABANJARMASIN-DMT,KELAYAN,RESIDENTIAL,114.6003587,-3.34188,POI BAU
BJM185,4289,309,BSCZ_BJM1,4,31853,KALIMANTAN,BANJARMASIN,S_BJM185M21_JALANSARTIKABANJARMASIN-DMT,KELAYAN,RESIDENTIAL,114.6003587,-3.34188,POI BAU
COK345,805,206,BSCZ_SAUMLAKI,2,33141,PUMA,AMBON,C_COK345M21_CombatSaumlakiCity,PELABUHAN SAUMLAKI,BANDARA/STASIUN/PELABUHAN,131.297679,-7.982634,VIP
COK345,805,206,BSCZ_SAUMLAKI,2,33142,PUMA,AMBON,C_COK345M21_CombatSaumlakiCity,PELABUHAN SAUMLAKI,BANDARA/STASIUN/PELABUHAN,131.297679,-7.982634,VIP
COK345,805,206,BSCZ_SAUMLAKI,2,33143,PUMA,AMBON,C_COK345M21_CombatSaumlakiCity,PELABUHAN SAUMLAKI,BANDARA/STASIUN/PELABUHAN,131.297679,-7.982634,VIP
COK345,805,206,BSCZ_SAUMLAKI,2,13141,PUMA,AMBON,C_COK345M21_CombatSaumlakiCity,PELABUHAN SAUMLAKI,BANDARA/STASIUN/PELABUHAN,131.297679,-7.982634,VIP
COK345,805,206,BSCZ_SAUMLAKI,2,13142,PUMA,AMBON,C_COK345M21_CombatSaumlakiCity,PELABUHAN SAUMLAKI,BANDARA/STASIUN/PELABUHAN,131.297679,-7.982634,VIP
COK345,805,206,BSCZ_SAUMLAKI,2,13143,PUMA,AMBON,C_COK345M21_CombatSaumlakiCity,PELABUHAN SAUMLAKI,BANDARA/STASIUN/PELABUHAN,131.297679,-7.982634,VIP
COK352,739,252,BSCZ_TIMIKA2,2,15161,PUMA,TIMIKA,C_COK352M21_CombatNaruMosezKilangin,BANDARA BARU MOZES KILANGIN TIMIKA,BANDARA/STASIUN/PELABUHAN,136.883087,-4.533339,VIP
COK352,739,252,BSCZ_TIMIKA2,2,15162,PUMA,TIMIKA,C_COK352M21_CombatNaruMosezKilangin,BANDARA BARU MOZES KILANGIN TIMIKA,BANDARA/STASIUN/PELABUHAN,136.883087,-4.533339,VIP
COK352,739,252,BSCZ_TIMIKA2,2,15163,PUMA,TIMIKA,C_COK352M21_CombatNaruMosezKilangin,BANDARA BARU MOZES KILANGIN TIMIKA,BANDARA/STASIUN/PELABUHAN,136.883087,-4.533339,VIP
KDI125,932,141,BSCZ_KENDARI3,3,14621,SULAWESI,KENDARI,E_KDI125M21_NusaMart,LIPPO MALL KENDARI,SPECIAL AREA/MALL/ALUN ALUN,122.5106,-3.9917,BAU
KDI125,932,141,BSCZ_KENDARI3,3,14622,SULAWESI,KENDARI,E_KDI125M21_NusaMart,LIPPO MALL KENDARI,SPECIAL AREA/MALL/ALUN ALUN,122.5106,-3.9917,BAU
KDI125,932,141,BSCZ_KENDARI3,3,14623,SULAWESI,KENDARI,E_KDI125M21_NusaMart,LIPPO MALL KENDARI,SPECIAL AREA/MALL/ALUN ALUN,122.5106,-3.9917,BAU
KKP061,4955,316,BSCZ_PLK3,3,40611,KALIMANTAN,PALANGKARAYA,S_KKP061M21_DESAHAMPATUNG-PTI,FERRY PENYEBERANGAN KAPUAS,RESIDENTIAL,114.394646,-3.019309,POI BAU
KKP061,4955,316,BSCZ_PLK3,3,40612,KALIMANTAN,PALANGKARAYA,S_KKP061M21_DESAHAMPATUNG-PTI,FERRY PENYEBERANGAN KAPUAS,RESIDENTIAL,114.394646,-3.019309,POI BAU
KKP061,4955,316,BSCZ_PLK3,3,40613,KALIMANTAN,PALANGKARAYA,S_KKP061M21_DESAHAMPATUNG-PTI,FERRY PENYEBERANGAN KAPUAS,RESIDENTIAL,114.394646,-3.019309,POI BAU
KKP071,4963,316,BSCZ_PLK3,3,40711,KALIMANTAN,PALANGKARAYA,S_KKP071M21_JALANBARITO-PTI,FERRY PENYEBERANGAN KAPUAS,RESIDENTIAL,114.394646,-3.019309,POI BAU
KKP071,4963,316,BSCZ_PLK3,3,40712,KALIMANTAN,PALANGKARAYA,S_KKP071M21_JALANBARITO-PTI,FERRY PENYEBERANGAN KAPUAS,RESIDENTIAL,114.394646,-3.019309,POI BAU
KKP071,4963,316,BSCZ_PLK3,3,40713,KALIMANTAN,PALANGKARAYA,S_KKP071M21_JALANBARITO-PTI,FERRY PENYEBERANGAN KAPUAS,RESIDENTIAL,114.394646,-3.019309,POI BAU
MDO472,650,156,BSCZ_MANADO9,9290,54727,SULAWESI,MANADO,C_MDO472M21_Mantos3-INB,MANADO TOWN SQUARE,SPECIAL AREA/MALL/ALUN ALUN,124.8315,1.4719,BAU
MDO472,650,156,BSCZ_MANADO9,9290,54728,SULAWESI,MANADO,C_MDO472M21_Mantos3-INB,MANADO TOWN SQUARE,SPECIAL AREA/MALL/ALUN ALUN,124.8315,1.4719,BAU
MPW141,5402,306,BSCZ_PTK2,1,41411,KALIMANTAN,PONTIANAK,S_MPW141_PASARBERINGIN-TBG,SIMPANG TUGU SUNGAI PINYUH,SPECIAL AREA/MALL/ALUN ALUN,109.074718,0.278316,POI BAU
MPW141,5402,306,BSCZ_PTK2,1,41412,KALIMANTAN,PONTIANAK,S_MPW141_PASARBERINGIN-TBG,SIMPANG TUGU SUNGAI PINYUH,SPECIAL AREA/MALL/ALUN ALUN,109.074718,0.278316,POI BAU
MPW141,5402,306,BSCZ_PTK2,1,41413,KALIMANTAN,PONTIANAK,S_MPW141_PASARBERINGIN-TBG,SIMPANG TUGU SUNGAI PINYUH,SPECIAL AREA/MALL/ALUN ALUN,109.074718,0.278316,POI BAU
MRS128,4088,115,BSCZ_SUDIANG2,1,10881,SULAWESI,MAKASSAR,C_MRS128M21_AlmarkazMaros-TBG,MASJID AL MARKAZ MAROS,SPECIAL AREA/MALL/ALUN ALUN,119.5722801,-5.01507186,BAU
MRS128,4088,115,BSCZ_SUDIANG2,1,10882,SULAWESI,MAKASSAR,C_MRS128M21_AlmarkazMaros-TBG,MASJID AL MARKAZ MAROS,SPECIAL AREA/MALL/ALUN ALUN,119.5722801,-5.01507186,BAU
MRS128,4088,115,BSCZ_SUDIANG2,1,10883,SULAWESI,MAKASSAR,C_MRS128M21_AlmarkazMaros-TBG,MASJID AL MARKAZ MAROS,SPECIAL AREA/MALL/ALUN ALUN,119.5722801,-5.01507186,BAU
MWR062,430,223,BSCZ_MANOKWARI1,6,45931,PUMA,SORONG,E_MWR062M21_UdapiHilir-TBG,ALUN ALUN SP 4 PRAFI,RESIDENTIAL,133.83123,-0.876366,VIP
MWR062,430,223,BSCZ_MANOKWARI1,6,45932,PUMA,SORONG,E_MWR062M21_UdapiHilir-TBG,ALUN ALUN SP 4 PRAFI,RESIDENTIAL,133.83123,-0.876366,VIP
MWR062,430,223,BSCZ_MANOKWARI1,6,45933,PUMA,SORONG,E_MWR062M21_UdapiHilir-TBG,ALUN ALUN SP 4 PRAFI,RESIDENTIAL,133.83123,-0.876366,VIP
MWR062,430,223,BSCZ_MANOKWARI1,6,45934,PUMA,SORONG,E_MWR062M21_UdapiHilir-TBG,ALUN ALUN SP 4 PRAFI,RESIDENTIAL,133.83123,-0.876366,VIP
NLA152,768,203,BSCZ_NAMLEA,3,30371,PUMA,AMBON,N_NLA152M21_AirBuaya-TBG,MASJID WAIMANGIT,SPECIAL AREA/MALL/ALUN ALUN,126.448726,-3.084067,VIP
NLA152,768,203,BSCZ_NAMLEA,3,30373,PUMA,AMBON,N_NLA152M21_AirBuaya-TBG,MASJID WAIMANGIT,SPECIAL AREA/MALL/ALUN ALUN,126.448726,-3.084067,VIP
PBU208,5950,319,BSCZ_PBU2,5,32081,KALIMANTAN,PALANGKARAYA,S_PBU208M21_GERILYAKUMAI-TBG,PELABUHAN PANGLIMA UTAR,BANDARA/STASIUN/PELABUHAN,111.727917,-2.738378,POI BAU
PBU208,5950,319,BSCZ_PBU2,5,32082,KALIMANTAN,PALANGKARAYA,S_PBU208M21_GERILYAKUMAI-TBG,PELABUHAN PANGLIMA UTAR,BANDARA/STASIUN/PELABUHAN,111.727917,-2.738378,POI BAU
PBU208,5950,319,BSCZ_PBU2,5,32083,KALIMANTAN,PALANGKARAYA,S_PBU208M21_GERILYAKUMAI-TBG,PELABUHAN PANGLIMA UTAR,BANDARA/STASIUN/PELABUHAN,111.727917,-2.738378,POI BAU
TIM407,689,252,BSCZ_TIMIKA2,2,29711,PUMA,TIMIKA,N_TIM407M21_BandaraMozesKilangin-TBG,BANDARA BARU MOZES KILANGIN TIMIKA,BANDARA/STASIUN/PELABUHAN,136.883087,-4.533339,VIP
TIM407,689,252,BSCZ_TIMIKA2,2,29712,PUMA,TIMIKA,N_TIM407M21_BandaraMozesKilangin-TBG,BANDARA BARU MOZES KILANGIN TIMIKA,BANDARA/STASIUN/PELABUHAN,136.883087,-4.533339,VIP
TIM407,689,252,BSCZ_TIMIKA2,2,29713,PUMA,TIMIKA,N_TIM407M21_BandaraMozesKilangin-TBG,BANDARA BARU MOZES KILANGIN TIMIKA,BANDARA/STASIUN/PELABUHAN,136.883087,-4.533339,VIP
WAM023,558,254,BSCZ_WAMENA1,1,48961,PUMA,JAYAPURA,E_WAM023M21_IrianAtasWamena-TBG,MALL WAMENA,SPECIAL AREA/MALL/ALUN ALUN,138.946257,-4.093801,VIP
WAM023,558,254,BSCZ_WAMENA1,1,48962,PUMA,JAYAPURA,E_WAM023M21_IrianAtasWamena-TBG,MALL WAMENA,SPECIAL AREA/MALL/ALUN ALUN,138.946257,-4.093801,VIP
WAM023,558,254,BSCZ_WAMENA1,1,48963,PUMA,JAYAPURA,E_WAM023M21_IrianAtasWamena-TBG,MALL WAMENA,SPECIAL AREA/MALL/ALUN ALUN,138.946257,-4.093801,VIP
AMB006,1201,202,BSCZ_KUDAMATI,21,47041,PUMA,AMBON,E_AMB006M21_AmbonAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB006,1201,202,BSCZ_KUDAMATI,21,47042,PUMA,AMBON,E_AMB006M21_AmbonAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB006,1201,202,BSCZ_KUDAMATI,21,47043,PUMA,AMBON,E_AMB006M21_AmbonAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB006,1201,202,BSCZ_KUDAMATI,21,7041,PUMA,AMBON,E_AMB006M21_AmbonAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB006,1201,202,BSCZ_KUDAMATI,21,7042,PUMA,AMBON,E_AMB006M21_AmbonAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB006,1201,202,BSCZ_KUDAMATI,21,7043,PUMA,AMBON,E_AMB006M21_AmbonAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB023,1097,200,BSCZ_PATTIMURA3,6,47211,PUMA,AMBON,E_AMB023M21_Ay.Patty,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB023,1097,200,BSCZ_PATTIMURA3,6,47212,PUMA,AMBON,E_AMB023M21_Ay.Patty,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB023,1097,200,BSCZ_PATTIMURA3,6,47213,PUMA,AMBON,E_AMB023M21_Ay.Patty,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB033,1100,200,BSCZ_PATTIMURA3,6,47531,PUMA,AMBON,E_AMB033M21_Waihaong,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB033,1100,200,BSCZ_PATTIMURA3,6,47532,PUMA,AMBON,E_AMB033M21_Waihaong,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB033,1100,200,BSCZ_PATTIMURA3,6,47533,PUMA,AMBON,E_AMB033M21_Waihaong,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB033,1100,200,BSCZ_PATTIMURA3,6,7531,PUMA,AMBON,E_AMB033M21_Waihaong,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB033,1100,200,BSCZ_PATTIMURA3,6,7532,PUMA,AMBON,E_AMB033M21_Waihaong,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB033,1100,200,BSCZ_PATTIMURA3,6,7533,PUMA,AMBON,E_AMB033M21_Waihaong,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB048,1103,200,BSCZ_PATTIMURA3,6,27501,PUMA,AMBON,E_AMB048M21_PelabuhanAmbon-DMT,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB048,1103,200,BSCZ_PATTIMURA3,6,27502,PUMA,AMBON,E_AMB048M21_PelabuhanAmbon-DMT,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB048,1103,200,BSCZ_PATTIMURA3,6,27503,PUMA,AMBON,E_AMB048M21_PelabuhanAmbon-DMT,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB048,1103,200,BSCZ_PATTIMURA3,6,17501,PUMA,AMBON,E_AMB048M21_PelabuhanAmbon-DMT,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB048,1103,200,BSCZ_PATTIMURA3,6,17502,PUMA,AMBON,E_AMB048M21_PelabuhanAmbon-DMT,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB048,1103,200,BSCZ_PATTIMURA3,6,17503,PUMA,AMBON,E_AMB048M21_PelabuhanAmbon-DMT,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB085,1203,202,BSCZ_KUDAMATI,21,36371,PUMA,AMBON,E_AMB085M21_Airmais-TBG,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB085,1203,202,BSCZ_KUDAMATI,21,36372,PUMA,AMBON,E_AMB085M21_Airmais-TBG,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB085,1203,202,BSCZ_KUDAMATI,21,36373,PUMA,AMBON,E_AMB085M21_Airmais-TBG,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB110,1204,202,BSCZ_KUDAMATI,21,58151,PUMA,AMBON,N_AMB110I21_ApsPattimuraAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB110,1204,202,BSCZ_KUDAMATI,21,58152,PUMA,AMBON,N_AMB110I21_ApsPattimuraAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB110,1204,202,BSCZ_KUDAMATI,21,58211,PUMA,AMBON,N_AMB110I21_ApsPattimuraAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB110,1204,202,BSCZ_KUDAMATI,21,58212,PUMA,AMBON,N_AMB110I21_ApsPattimuraAirport,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB114,1110,200,BSCZ_PATTIMURA3,4,36891,PUMA,AMBON,E_AMB114M21_KantorAkardaya,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB114,1110,200,BSCZ_PATTIMURA3,4,36892,PUMA,AMBON,E_AMB114M21_KantorAkardaya,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB114,1110,200,BSCZ_PATTIMURA3,4,36893,PUMA,AMBON,E_AMB114M21_KantorAkardaya,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB212,1117,200,BSCZ_PATTIMURA3,6,27281,PUMA,AMBON,E_AMB212H21_BtsHotelAmbon8-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB212,1117,200,BSCZ_PATTIMURA3,6,27282,PUMA,AMBON,E_AMB212H21_BtsHotelAmbon8-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB213,1118,200,BSCZ_PATTIMURA3,6,27371,PUMA,AMBON,E_AMB213H21_BtsHotelAmbon9-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB213,1118,200,BSCZ_PATTIMURA3,6,27372,PUMA,AMBON,E_AMB213H21_BtsHotelAmbon9-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB213,1118,200,BSCZ_PATTIMURA3,6,27373,PUMA,AMBON,E_AMB213H21_BtsHotelAmbon9-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB233,1119,200,BSCZ_PATTIMURA3,6,27241,PUMA,AMBON,E_AMB233H21_BtsHotelAmbon7-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB233,1119,200,BSCZ_PATTIMURA3,6,27242,PUMA,AMBON,E_AMB233H21_BtsHotelAmbon7-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB233,1119,200,BSCZ_PATTIMURA3,6,27243,PUMA,AMBON,E_AMB233H21_BtsHotelAmbon7-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB233,1119,200,BSCZ_PATTIMURA3,6,37241,PUMA,AMBON,E_AMB233H21_BtsHotelAmbon7-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB233,1119,200,BSCZ_PATTIMURA3,6,37242,PUMA,AMBON,E_AMB233H21_BtsHotelAmbon7-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB233,1119,200,BSCZ_PATTIMURA3,6,37243,PUMA,AMBON,E_AMB233H21_BtsHotelAmbon7-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB247,1207,202,BSCZ_KUDAMATI,21,58221,PUMA,AMBON,E_AMB247M21_McpPorosPattimura-STP,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB247,1207,202,BSCZ_KUDAMATI,21,58222,PUMA,AMBON,E_AMB247M21_McpPorosPattimura-STP,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB247,1207,202,BSCZ_KUDAMATI,21,58223,PUMA,AMBON,E_AMB247M21_McpPorosPattimura-STP,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB299,1210,202,BSCZ_KUDAMATI,21,38761,PUMA,AMBON,E_AMB299M21_TawiriAirport1-DMT,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB299,1210,202,BSCZ_KUDAMATI,21,38762,PUMA,AMBON,E_AMB299M21_TawiriAirport1-DMT,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB299,1210,202,BSCZ_KUDAMATI,21,38763,PUMA,AMBON,E_AMB299M21_TawiriAirport1-DMT,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB299,1210,202,BSCZ_KUDAMATI,21,48761,PUMA,AMBON,E_AMB299M21_TawiriAirport1-DMT,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB299,1210,202,BSCZ_KUDAMATI,21,48762,PUMA,AMBON,E_AMB299M21_TawiriAirport1-DMT,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB299,1210,202,BSCZ_KUDAMATI,21,48763,PUMA,AMBON,E_AMB299M21_TawiriAirport1-DMT,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB310,1127,200,BSCZ_PATTIMURA3,6,48951,PUMA,AMBON,E_AMB310H21_BtshDiponegoro1-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB310,1127,200,BSCZ_PATTIMURA3,6,48952,PUMA,AMBON,E_AMB310H21_BtshDiponegoro1-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB310,1127,200,BSCZ_PATTIMURA3,6,48953,PUMA,AMBON,E_AMB310H21_BtshDiponegoro1-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB311,1128,200,BSCZ_PATTIMURA3,6,43111,PUMA,AMBON,E_AMB311H21_BtsHotelSamrat-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB311,1128,200,BSCZ_PATTIMURA3,6,43112,PUMA,AMBON,E_AMB311H21_BtsHotelSamrat-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB311,1128,200,BSCZ_PATTIMURA3,6,43113,PUMA,AMBON,E_AMB311H21_BtsHotelSamrat-QIN,MASJID AL FATAH,SPECIAL AREA/MALL/ALUN ALUN,128.1777229,-3.696834582,VIP
AMB330,1211,202,BSCZ_KUDAMATI,21,38771,PUMA,AMBON,E_AMB330M21_LahaAmbon-TBG,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB330,1211,202,BSCZ_KUDAMATI,21,38772,PUMA,AMBON,E_AMB330M21_LahaAmbon-TBG,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB330,1211,202,BSCZ_KUDAMATI,21,38773,PUMA,AMBON,E_AMB330M21_LahaAmbon-TBG,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB330,1211,202,BSCZ_KUDAMATI,21,48771,PUMA,AMBON,E_AMB330M21_LahaAmbon-TBG,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
AMB330,1211,202,BSCZ_KUDAMATI,21,48772,PUMA,AMBON,E_AMB330M21_LahaAmbon-TBG,BANDARA PATTIMURA,SPECIAL AREA/MALL/ALUN ALUN,128.0887404,-3.704335826,VIP
