PrimKey,SITE_ID,SITE_NUM,CONTROLLER_NUM,CONTROLLER_NAME,REGION,SITE_NAME,LAC,CI,LAC_CI_NODE,BAND,NODE,LONGITUDE,LATITUDE,CLUSTER_NAME,SUB_NAME,NSA,POI_AREA,POI_REGIONAL,POI_NAME,POI_LOCATION,POI_CATEGORY,POI_LONGITUDE,POI_LATITUDE,KATEGORI
,PTK270,6527,305,BSCZ_PTK1,KALIMANTAN,PTK270_NANGASEJIRAK-PTI,18340,14,18340_14_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK036,6425,305,BSCZ_PTK1,KALIMANTAN,PTK036_MALLAYANIMEGAMALL,18340,11,18340_11_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK084,6440,305,BSCZ_PTK1,KALIMANTAN,PTK084_HOTELMERCURE,18340,14,18340_14_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK036,6425,305,BSCZ_PTK1,KALIMANTAN,PTK036_MALLAYANIMEGAMALL,18340,16,18340_16_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK036,6425,305,BSCZ_PTK1,KALIMANTAN,PTK036_MALLAYANIMEGAMALL,18340,15,18340_15_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK270,6527,305,BSCZ_PTK1,KALIMANTAN,PTK270_NANGASEJIRAK-PTI,18345,11,18345_11_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK270,6527,305,BSCZ_PTK1,KALIMANTAN,PTK270_NANGASEJIRAK-PTI,18345,13,18345_13_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK036,6425,305,BSCZ_PTK1,KALIMANTAN,PTK036_MALLAYANIMEGAMALL,18345,13,18345_13_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK036,6425,305,BSCZ_PTK1,KALIMANTAN,PTK036_MALLAYANIMEGAMALL,18345,12,18345_12_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK036,6425,305,BSCZ_PTK1,KALIMANTAN,PTK036_MALLAYANIMEGAMALL,18345,14,18345_14_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK084,6440,305,BSCZ_PTK1,KALIMANTAN,PTK084_HOTELMERCURE,18345,13,18345_13_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK270,6527,305,BSCZ_PTK1,KALIMANTAN,PTK270_NANGASEJIRAK-PTI,18345,12,18345_12_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK084,6440,305,BSCZ_PTK1,KALIMANTAN,PTK084_HOTELMERCURE,18345,1,18345_1_2G,GSM 900,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK084,6440,305,BSCZ_PTK1,KALIMANTAN,PTK084_HOTELMERCURE,18345,3,18345_3_2G,GSM 900,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK084,6440,305,BSCZ_PTK1,KALIMANTAN,PTK084_HOTELMERCURE,18345,2,18345_2_2G,GSM 900,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK084,6440,305,BSCZ_PTK1,KALIMANTAN,PTK084_HOTELMERCURE,18345,12,18345_12_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,PTK084,6440,305,BSCZ_PTK1,KALIMANTAN,PTK084_HOTELMERCURE,18345,11,18345_11_2G,DCS 1800,2G,109.345662,-0.051244,,,PONTIANAK,PONTIANAK,KALIMANTAN,AYANI MEGAMALL,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,109.345662,-0.051244,SPECIAL AREA
,SAG001,6759,302,BSCZ_SGU1,KALIMANTAN,SAG001_STOSANGGAU-DMT,18283,1,18283_1_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG001,6759,302,BSCZ_SGU1,KALIMANTAN,SAG001_STOSANGGAU-DMT,18283,11,18283_11_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG001,6759,302,BSCZ_SGU1,KALIMANTAN,SAG001_STOSANGGAU-DMT,18283,12,18283_12_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG001,6759,302,BSCZ_SGU1,KALIMANTAN,SAG001_STOSANGGAU-DMT,18283,13,18283_13_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG001,6759,302,BSCZ_SGU1,KALIMANTAN,SAG001_STOSANGGAU-DMT,18283,15,18283_15_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG001,6759,302,BSCZ_SGU1,KALIMANTAN,SAG001_STOSANGGAU-DMT,18283,2,18283_2_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG001,6759,302,BSCZ_SGU1,KALIMANTAN,SAG001_STOSANGGAU-DMT,18283,3,18283_3_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG120,6823,302,BSCZ_SGU1,KALIMANTAN,SAG120_DUSUNRIAM-PTI,18282,1,18282_1_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG120,6823,302,BSCZ_SGU1,KALIMANTAN,SAG120_DUSUNRIAM-PTI,18282,11,18282_11_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG120,6823,302,BSCZ_SGU1,KALIMANTAN,SAG120_DUSUNRIAM-PTI,18282,12,18282_12_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG120,6823,302,BSCZ_SGU1,KALIMANTAN,SAG120_DUSUNRIAM-PTI,18282,13,18282_13_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG120,6823,302,BSCZ_SGU1,KALIMANTAN,SAG120_DUSUNRIAM-PTI,18282,2,18282_2_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG120,6823,302,BSCZ_SGU1,KALIMANTAN,SAG120_DUSUNRIAM-PTI,18282,3,18282_3_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG192,6847,302,BSCZ_SGU1,KALIMANTAN,SAG192_PLNSANGGAU,18282,1,18282_1_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG192,6847,302,BSCZ_SGU1,KALIMANTAN,SAG192_PLNSANGGAU,18282,11,18282_11_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG192,6847,302,BSCZ_SGU1,KALIMANTAN,SAG192_PLNSANGGAU,18282,12,18282_12_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG192,6847,302,BSCZ_SGU1,KALIMANTAN,SAG192_PLNSANGGAU,18282,13,18282_13_2G,DCS 1800,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG192,6847,302,BSCZ_SGU1,KALIMANTAN,SAG192_PLNSANGGAU,18282,2,18282_2_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,SAG192,6847,302,BSCZ_SGU1,KALIMANTAN,SAG192_PLNSANGGAU,18282,3,18282_3_2G,GSM 900,2G,110.5932458,0.1220836,,,PONTIANAK,PONTIANAK,KALIMANTAN,TAMAN ARONG BELOPA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,110.5932458,0.1220836,SPECIAL AREA
,PLI024,6002,312,BSCZ_BJB3,KALIMANTAN,PLI024_RANGGANG,18434,1,18434_1_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI151,6081,312,BSCZ_BJB3,KALIMANTAN,PLI151_DSBNTENGAH-TBG,18434,2,18434_2_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI256,6099,312,BSCZ_BJB3,KALIMANTAN,PLI256_BODSGNMAKMUR-EBT,18434,12,18434_12_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI136,6078,312,BSCZ_BJB3,KALIMANTAN,PLI136_TABANIO-TBG,18434,12,18434_12_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI136,6078,312,BSCZ_BJB3,KALIMANTAN,PLI136_TABANIO-TBG,18434,13,18434_13_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI136,6078,312,BSCZ_BJB3,KALIMANTAN,PLI136_TABANIO-TBG,18434,16,18434_16_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI136,6078,312,BSCZ_BJB3,KALIMANTAN,PLI136_TABANIO-TBG,18434,3,18434_3_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,BRI001,4598,312,BSCZ_BJB3,KALIMANTAN,BRI001M21_STOBARABAI-DMT,18434,11,18434_11_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,BRI009,4605,312,BSCZ_BJB3,KALIMANTAN,BRI009_MUALIMIN,18434,3,18434_3_2G,GSM 900,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,PLI106,6051,312,BSCZ_BJB3,KALIMANTAN,PLI106_STOTAKISUNG-DMT,18434,12,18434_12_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,BRI045,4634,312,BSCZ_BJB3,KALIMANTAN,BRI045_PASARMURAKATA-PTI,18434,1,18434_1_2G,GSM 900,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,BRI001,4598,312,BSCZ_BJB3,KALIMANTAN,BRI001M21_STOBARABAI-DMT,18434,1,18434_1_2G,GSM 900,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,BRI013,4609,312,BSCZ_BJB3,KALIMANTAN,BRI013_BANUABINJAI,18434,12,18434_12_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,PLI026,6004,312,BSCZ_BJB3,KALIMANTAN,PLI026_KUALATAMBANGAN,18434,12,18434_12_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI151,6081,312,BSCZ_BJB3,KALIMANTAN,PLI151_DSBNTENGAH-TBG,18434,13,18434_13_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI049,6020,312,BSCZ_BJB3,KALIMANTAN,PLI049_SBRMAKMUR-DMT,18434,13,18434_13_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,BRI001,4598,312,BSCZ_BJB3,KALIMANTAN,BRI001M21_STOBARABAI-DMT,18434,3,18434_3_2G,GSM 900,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,PLI152,6082,312,BSCZ_BJB3,KALIMANTAN,PLI152_MARTADAH-TBG,18434,3,18434_3_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI034,6008,312,BSCZ_BJB3,KALIMANTAN,PLI034_PAGATANBESAR,18434,2,18434_2_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI256,6099,312,BSCZ_BJB3,KALIMANTAN,PLI256_BODSGNMAKMUR-EBT,18434,11,18434_11_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,BRI050,4638,312,BSCZ_BJB3,KALIMANTAN,BRI050_BRBMURAKATABARAT,18434,12,18434_12_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,BRI050,4638,312,BSCZ_BJB3,KALIMANTAN,BRI050_BRBMURAKATABARAT,18434,13,18434_13_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,PLI034,6008,312,BSCZ_BJB3,KALIMANTAN,PLI034_PAGATANBESAR,18434,1,18434_1_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI034,6008,312,BSCZ_BJB3,KALIMANTAN,PLI034_PAGATANBESAR,18434,3,18434_3_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,BRI045,4634,312,BSCZ_BJB3,KALIMANTAN,BRI045_PASARMURAKATA-PTI,18434,12,18434_12_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,PLI151,6081,312,BSCZ_BJB3,KALIMANTAN,PLI151_DSBNTENGAH-TBG,18434,11,18434_11_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI151,6081,312,BSCZ_BJB3,KALIMANTAN,PLI151_DSBNTENGAH-TBG,18434,12,18434_12_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI049,6020,312,BSCZ_BJB3,KALIMANTAN,PLI049_SBRMAKMUR-DMT,18434,11,18434_11_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI106,6051,312,BSCZ_BJB3,KALIMANTAN,PLI106_STOTAKISUNG-DMT,18434,11,18434_11_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI106,6051,312,BSCZ_BJB3,KALIMANTAN,PLI106_STOTAKISUNG-DMT,18434,13,18434_13_2G,DCS 1800,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI157,6087,312,BSCZ_BJB3,KALIMANTAN,PLI157_TAKESUNG-TBG,18434,3,18434_3_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI151,6081,312,BSCZ_BJB3,KALIMANTAN,PLI151_DSBNTENGAH-TBG,18434,1,18434_1_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI151,6081,312,BSCZ_BJB3,KALIMANTAN,PLI151_DSBNTENGAH-TBG,18434,3,18434_3_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,BRI044,4633,312,BSCZ_BJB3,KALIMANTAN,BRI044_PASARBARABAI-PTI,18434,11,18434_11_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,BRI044,4633,312,BSCZ_BJB3,KALIMANTAN,BRI044_PASARBARABAI-PTI,18434,13,18434_13_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,BRI051,4639,312,BSCZ_BJB3,KALIMANTAN,BRI051_BJMMURAKATASELATAN,18434,12,18434_12_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,BRI051,4639,312,BSCZ_BJB3,KALIMANTAN,BRI051_BJMMURAKATASELATAN,18434,11,18434_11_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,BRI051,4639,312,BSCZ_BJB3,KALIMANTAN,BRI051_BJMMURAKATASELATAN,18434,13,18434_13_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
,PLI049,6020,312,BSCZ_BJB3,KALIMANTAN,PLI049_SBRMAKMUR-DMT,18434,1,18434_1_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI049,6020,312,BSCZ_BJB3,KALIMANTAN,PLI049_SBRMAKMUR-DMT,18434,2,18434_2_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,PLI049,6020,312,BSCZ_BJB3,KALIMANTAN,PLI049_SBRMAKMUR-DMT,18434,3,18434_3_2G,GSM 900,2G,114.64462,-3.89378,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,PANTAI TAKISUNG,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,114.64462,-3.89378,SPECIAL AREA
,BRI056,4642,312,BSCZ_BJB3,KALIMANTAN,BRI056_DAMANHURI-PTI,18431,11,18431_11_2G,DCS 1800,2G,115.38298,-2.58517,,,BANJARMASIN,BANJARMASIN,KALIMANTAN,MURAKATA,SPECIAL AREA,SPECIAL AREA/MALL/ALUN ALUN,115.38298,-2.58517,SPECIAL AREA
