PrimKey,SITE_ID,SITE_NUM,CONTROLLER_NUM,CONTROLLER_NAME,REGION,SITE_NAME,LAC,CI,LAC_CI_NODE,BAND,NODE,LONGITUDE,LATITUDE,CLUSTER_NAME,SUB_NAME,NSA,POI_AREA,POI_REGIONAL,POI_NAME,POI_LOCATION,POI_CATEGORY,POI_LONGITUDE,POI_LATITUDE,KATEGORI
,KKP079,4968,316,BSCZ_PLK3,KALIMANTAN,KKP079M21_JALANANGGREK-PTI,18483,2,18483_2_2G,GSM 900,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP079,4968,316,BSCZ_PLK3,KALIMANTAN,KKP079M21_JALANANGGREK-PTI,18483,3,18483_3_2G,GSM 900,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,PLK814,6280,316,BSCZ_PLK3,KALIMANTAN,PLK814M21_TDCKAPUAS,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,PLK814,6280,316,BSCZ_PLK3,KALIMANTAN,PLK814M21_TDCKAPUAS,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,PLK814,6280,316,BSCZ_PLK3,KALIMANTAN,PLK814M21_TDCKAPUAS,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,PLK816,6281,316,BSCZ_PLK3,KALIMANTAN,PLK816M21_TAMBUNBUNGAI,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,PLK816,6281,316,BSCZ_PLK3,KALIMANTAN,PLK816M21_TAMBUNBUNGAI,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,PLK816,6281,316,BSCZ_PLK3,KALIMANTAN,PLK816M21_TAMBUNBUNGAI,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP150,7375,316,BSCZ_PLK3,KALIMANTAN,KKP150M21_KERUINGKAPUAS-DMT,18483,1,18483_1_2G,GSM 900,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP150,7375,316,BSCZ_PLK3,KALIMANTAN,KKP150M21_KERUINGKAPUAS-DMT,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP150,7375,316,BSCZ_PLK3,KALIMANTAN,KKP150M21_KERUINGKAPUAS-DMT,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP150,7375,316,BSCZ_PLK3,KALIMANTAN,KKP150M21_KERUINGKAPUAS-DMT,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP150,7375,316,BSCZ_PLK3,KALIMANTAN,KKP150M21_KERUINGKAPUAS-DMT,18483,2,18483_2_2G,GSM 900,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP150,7375,316,BSCZ_PLK3,KALIMANTAN,KKP150M21_KERUINGKAPUAS-DMT,18483,3,18483_3_2G,GSM 900,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP127,7382,316,BSCZ_PLK3,KALIMANTAN,KKP127M21_GANGMENTARI-PTI,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP127,7382,316,BSCZ_PLK3,KALIMANTAN,KKP127M21_GANGMENTARI-PTI,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP127,7382,316,BSCZ_PLK3,KALIMANTAN,KKP127M21_GANGMENTARI-PTI,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP130,7383,316,BSCZ_PLK3,KALIMANTAN,KKP130M21_KAPUASFERY,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP130,7383,316,BSCZ_PLK3,KALIMANTAN,KKP130M21_KAPUASFERY,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP130,7383,316,BSCZ_PLK3,KALIMANTAN,KKP130M21_KAPUASFERY,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP131,7384,316,BSCZ_PLK3,KALIMANTAN,KKP131M21_KAPUASGG3,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP131,7384,316,BSCZ_PLK3,KALIMANTAN,KKP131M21_KAPUASGG3,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP131,7384,316,BSCZ_PLK3,KALIMANTAN,KKP131M21_KAPUASGG3,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP133,7385,316,BSCZ_PLK3,KALIMANTAN,KKP133M21_MASJIDMUKARRAM,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP133,7385,316,BSCZ_PLK3,KALIMANTAN,KKP133M21_MASJIDMUKARRAM,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP133,7385,316,BSCZ_PLK3,KALIMANTAN,KKP133M21_MASJIDMUKARRAM,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP136,7386,316,BSCZ_PLK3,KALIMANTAN,KKP136M21_ANGGREKKAPUAS,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP136,7386,316,BSCZ_PLK3,KALIMANTAN,KKP136M21_ANGGREKKAPUAS,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP136,7386,316,BSCZ_PLK3,KALIMANTAN,KKP136M21_ANGGREKKAPUAS,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP145,7389,316,BSCZ_PLK3,KALIMANTAN,KKP145M21_ANGGREKTENGAH-TBG,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP145,7389,316,BSCZ_PLK3,KALIMANTAN,KKP145M21_ANGGREKTENGAH-TBG,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP145,7389,316,BSCZ_PLK3,KALIMANTAN,KKP145M21_ANGGREKTENGAH-TBG,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP151,7391,316,BSCZ_PLK3,KALIMANTAN,KKP151M21_MAHAKAMKAPUAS,18483,11,18483_11_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP151,7391,316,BSCZ_PLK3,KALIMANTAN,KKP151M21_MAHAKAMKAPUAS,18483,12,18483_12_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,KKP151,7391,316,BSCZ_PLK3,KALIMANTAN,KKP151M21_MAHAKAMKAPUAS,18483,13,18483_13_2G,DCS 1800,2G,114.38969,-3.00562,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,TAMBUN BUNGAI,JALUR MUDIK,JALUR MUDIK/SPBU/REST AREA,114.38969,-3.00562,JALUR MUDIK
,PLK006,6106,322,BSCZ_PLK1,KALIMANTAN,PLK006M21_LANGKAI,18601,2,18601_2_2G,GSM 900,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK006,6106,322,BSCZ_PLK1,KALIMANTAN,PLK006M21_LANGKAI,18601,12,18601_12_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK006,6106,322,BSCZ_PLK1,KALIMANTAN,PLK006M21_LANGKAI,18601,1,18601_1_2G,GSM 900,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK054,6136,322,BSCZ_PLK1,KALIMANTAN,PLK054M21_RAMIN-PTI,18601,3,18601_3_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK006,6106,322,BSCZ_PLK1,KALIMANTAN,PLK006M21_LANGKAI,18601,13,18601_13_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK054,6136,322,BSCZ_PLK1,KALIMANTAN,PLK054M21_RAMIN-PTI,18601,13,18601_13_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK054,6136,322,BSCZ_PLK1,KALIMANTAN,PLK054M21_RAMIN-PTI,18601,1,18601_1_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK051,6133,322,BSCZ_PLK1,KALIMANTAN,PLK051M21_PERUMMARINAPERMAI-GTI,18601,13,18601_13_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK051,6133,322,BSCZ_PLK1,KALIMANTAN,PLK051M21_PERUMMARINAPERMAI-GTI,18601,12,18601_12_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK722,6271,322,BSCZ_PLK1,KALIMANTAN,PLK722M21_KALIBATA-PTI,18601,11,18601_11_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK722,6271,322,BSCZ_PLK1,KALIMANTAN,PLK722M21_KALIBATA-PTI,18601,13,18601_13_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK722,6271,322,BSCZ_PLK1,KALIMANTAN,PLK722M21_KALIBATA-PTI,18601,12,18601_12_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK029,6123,322,BSCZ_PLK1,KALIMANTAN,PLK029M21_ASAMAD,18602,3,18602_3_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK029,6123,322,BSCZ_PLK1,KALIMANTAN,PLK029M21_ASAMAD,18602,1,18602_1_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK029,6123,322,BSCZ_PLK1,KALIMANTAN,PLK029M21_ASAMAD,18602,2,18602_2_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK054,6136,322,BSCZ_PLK1,KALIMANTAN,PLK054M21_RAMIN-PTI,18602,11,18602_11_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK041,6129,322,BSCZ_PLK1,KALIMANTAN,PLK041M21_BANGARIS-DMT,18602,12,18602_12_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK054,6136,322,BSCZ_PLK1,KALIMANTAN,PLK054M21_RAMIN-PTI,18602,12,18602_12_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK051,6133,322,BSCZ_PLK1,KALIMANTAN,PLK051M21_PERUMMARINAPERMAI-GTI,18602,11,18602_11_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK041,6129,322,BSCZ_PLK1,KALIMANTAN,PLK041M21_BANGARIS-DMT,18602,3,18602_3_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK041,6129,322,BSCZ_PLK1,KALIMANTAN,PLK041M21_BANGARIS-DMT,18602,1,18602_1_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK041,6129,322,BSCZ_PLK1,KALIMANTAN,PLK041M21_BANGARIS-DMT,18602,2,18602_2_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK029,6123,322,BSCZ_PLK1,KALIMANTAN,PLK029M21_ASAMAD,18602,11,18602_11_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK029,6123,322,BSCZ_PLK1,KALIMANTAN,PLK029M21_ASAMAD,18602,12,18602_12_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK029,6123,322,BSCZ_PLK1,KALIMANTAN,PLK029M21_ASAMAD,18602,13,18602_13_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK006,6106,322,BSCZ_PLK1,KALIMANTAN,PLK006M21_LANGKAI,18602,3,18602_3_2G,GSM 900,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK054,6136,322,BSCZ_PLK1,KALIMANTAN,PLK054M21_RAMIN-PTI,18602,2,18602_2_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK006,6106,322,BSCZ_PLK1,KALIMANTAN,PLK006M21_LANGKAI,18602,11,18602_11_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK208,6223,322,BSCZ_PLK1,KALIMANTAN,PLK208M21_RTAMILONO-DMT,18602,13,18602_13_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK208,6223,322,BSCZ_PLK1,KALIMANTAN,PLK208M21_RTAMILONO-DMT,18602,11,18602_11_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK208,6223,322,BSCZ_PLK1,KALIMANTAN,PLK208M21_RTAMILONO-DMT,18602,12,18602_12_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK810,6278,322,BSCZ_PLK1,KALIMANTAN,PLK810M21_SMP3PALANGKARAYA-TBG,18602,11,18602_11_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK810,6278,322,BSCZ_PLK1,KALIMANTAN,PLK810M21_SMP3PALANGKARAYA-TBG,18602,12,18602_12_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK810,6278,322,BSCZ_PLK1,KALIMANTAN,PLK810M21_SMP3PALANGKARAYA-TBG,18602,13,18602_13_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK180,6213,322,BSCZ_PLK1,KALIMANTAN,PLK180M21_MAHIRMAHAR-PTI,18602,11,18602_11_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK180,6213,322,BSCZ_PLK1,KALIMANTAN,PLK180M21_MAHIRMAHAR-PTI,18604,12,18604_12_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK180,6213,322,BSCZ_PLK1,KALIMANTAN,PLK180M21_MAHIRMAHAR-PTI,18604,13,18604_13_2G,DCS 1800,2G,113.916521,-2.26675,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN KALIBATA,RESIDENTIAL,RESIDENTIAL,113.916521,-2.26675,RESIDENTIAL
,PLK041,6129,322,BSCZ_PLK1,KALIMANTAN,PLK041M21_BANGARIS-DMT,18604,11,18604_11_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK041,6129,322,BSCZ_PLK1,KALIMANTAN,PLK041M21_BANGARIS-DMT,18604,13,18604_13_2G,DCS 1800,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK842,1663,322,BSCZ_PLK1,KALIMANTAN,N_PLK842M21_CASSADOVAINDAHTBG,18603,13,18603_13_2G,DCS 1800,2G,119.885142,-0.841839,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,119.885142,-0.841839,RESIDENTIAL
,PLK842,1663,322,BSCZ_PLK1,KALIMANTAN,N_PLK842M21_CASSADOVAINDAHTBG,18603,12,18603_12_2G,DCS 1800,2G,119.885142,-0.841839,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,119.885142,-0.841839,RESIDENTIAL
,PLK264,6254,322,BSCZ_PLK1,KALIMANTAN,PLK264M21_MCRDMSGONDO121,18603,3,18603_3_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
,PLK264,6254,322,BSCZ_PLK1,KALIMANTAN,PLK264M21_MCRDMSGONDO121,18603,2,18603_2_2G,GSM 900,2G,113.94264,-2.25016,,,PALANGKARAYA,PALANGKARAYA,KALIMANTAN,PERUMAHAN CASSADOVA INDAH,RESIDENTIAL,RESIDENTIAL,113.94264,-2.25016,RESIDENTIAL
