Subnetwrok ID,EMS,Subnetwork Name,Regional,ID-BOARDINFO/Port,USERLABEL,Remark,BOARDINFO,MODULE,PORTTYPE,LOCALPORT,SUBPORT,VLANID,VPNID,MAC,IPV4ADDR,IPV4SUBNETMASKLEN,IPV6ADDR,IPV6SUBNETMASKLEN
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/15/1,IP-Abis-Interface-1,Abis,1/1/2015,1,0,1,0,0,0,00-19-C6-3E-30-16,10.245.104.254,30,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/17/1,IPA-1,AoIP,1/1/2017,1,0,1,0,0,0,00-19-C6-3E-30-12,,,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/17/1,IPA-CP1,AoIP,1/1/2017,1,0,1,1,3081,0,,10.245.176.129,30,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/17/1,IPA-UP1,AoIP,1/1/2017,1,0,1,2,3091,0,,10.245.176.137,30,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/17/2,IPGB-1,IPGB,1/1/2017,1,0,2,0,0,0,00-19-C6-3E-30-14,10.245.149.61,30,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/18/1,IPA-2,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-3E-30-13,,,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/18/1,IPA-CP2,AoIP,1/1/2018,1,0,1,1,3082,0,,10.245.176.133,30,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/18/1,IPA-UP2,AoIP,1/1/2018,1,0,1,2,3092,0,,10.245.176.141,30,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/1/18/2,IPGB-2,IPGB,1/1/2018,1,0,2,0,0,0,00-19-C6-3E-30-15,10.245.149.69,30,,
101,EMS5 ,BSCZ_PALU4,MANADO,101-1/3/15/1,IP-Abis-Interface-2,Abis,1/3/2015,1,0,1,0,0,0,00-19-C6-3E-30-23,10.245.104.250,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/16/1,Reflektor LTE transport quality,,1/3/2016,1,0,1,0,0,0,00-19-C6-42-45-41,10.245.146.134,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/23/1,IPGB-1,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-3E-30-14,10.245.149.29,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/24/1,IPGB-2,IPGB,1/3/2024,1,0,1,0,0,0,00-19-C6-3E-30-15,10.245.149.37,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/25/1,Interface IPA1,AoIP,1/3/2025,1,0,1,0,0,0,00-19-C6-3E-30-19,,,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/25/1,Interface CP1,,1/3/2025,1,0,1,1,3291,0,,10.245.176.1,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/25/1,Interface UP1,,1/3/2025,1,0,1,2,3128,0,,10.245.176.9,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/26/1,Interface IPA2,AoIP,1/3/2026,1,0,1,0,0,0,00-19-C6-3E-30-20,,,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/26/1,Interface CP2,,1/3/2026,1,0,1,1,3129,0,,10.245.176.5,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/26/1,Interface UP2,,1/3/2026,1,0,1,2,3139,0,,10.245.176.13,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/27/1,IP-Abis-Interface-1,Abis,1/3/2027,1,0,1,0,0,0,00-19-C6-42-A2-E2,10.245.102.253,30,,
102,EMS5 ,BSCZ_MANADO7,PALU,102-1/3/28/1,IP-Abis-Interface-2,Abis,1/3/2028,1,0,1,0,0,0,00-19-C6-42-AB-65,10.245.102.249,30,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/1/23/1,IP-Abis-Interface-NEC,Abis,1/1/2023,1,0,1,0,0,0,00-19-C6-3E-30-16,,,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/1/24/1,IP-Abis-Interface-MetroE,Abis,1/1/2024,1,0,1,0,0,0,00-19-C6-3E-30-21,,,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/1/24/1,Abis_3134,Abis,1/1/2024,1,0,1,2,3134,0,,10.245.103.17,28,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/1/25/2,IP-Abis-Interface-MetroE,Abis,1/1/2025,1,0,2,0,0,0,00-19-C6-3E-30-17,,,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/1/26/1,IPBB-SDR 1,,1/1/2026,1,0,1,0,0,0,00-19-C6-46-40-07,10.245.103.253,30,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/23/1,Interface IPGB-1,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-3E-30-14,,,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/23/1,IPGB-1,IPGB,1/3/2023,1,0,1,1,3106,0,,10.245.149.45,30,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/24/1,IPGB-2,IPGB,1/3/2024,1,0,1,0,0,0,00-19-C6-3E-30-15,10.245.149.53,30,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/24/2,IPBB SDR-2,,1/3/2024,1,0,2,0,0,0,00-19-C6-44-2F-55,10.245.103.249,30,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/25/1,Interface IPA1,AoIP,1/3/2025,1,0,1,0,0,0,00-19-C6-3E-30-19,,,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/25/1,Interface CP1,,1/3/2025,1,0,1,1,3086,0,,10.245.176.65,30,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/25/1,Interface UP1,,1/3/2025,1,0,1,2,3096,0,,10.245.176.73,30,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/26/1,Interface IPA2,AoIP,1/3/2026,1,0,1,0,0,0,00-19-C6-3E-30-20,,,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/26/1,Interface CP2,,1/3/2026,1,0,1,1,3087,0,,10.245.176.69,30,,
103,EMS5 ,BSCZ_GORONTALO7,MANADO,103-1/3/26/1,Interface UP2,,1/3/2026,1,0,1,2,3097,0,,10.245.176.77,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/17/1,IPAbis_Interface1_1/3/17,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-3E-30-18,10.244.170.66,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/18/1,IPAbis_Interface1_1/3/18,Abis,1/3/2018,1,0,1,0,0,0,00-19-C6-3E-30-19,10.244.170.70,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/23/1,IPA_CP&UP_interface1_1/3/23,AoIP,1/3/2023,1,0,1,0,0,0,00-19-C6-3E-30-13,,,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/23/1,IPA_CP_Interface1_1/3/23,AoIP,1/3/2023,1,0,1,1,3084,0,,10.243.164.130,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/23/1,IPA_UP_Interface1_1/3/23,AoIP,1/3/2023,1,0,1,2,3091,0,,10.243.164.138,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/24/1,IPA_CP&UP_interface2_1/3/24,AoIP,1/3/2024,1,0,1,0,0,0,00-19-C6-3E-30-14,,,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/24/1,IPA_CP_Interface2_1/3/24,AoIP,1/3/2024,1,0,1,1,3082,0,,10.243.164.134,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/24/1,IPA_UP_Interface2_1/3/24,AoIP,1/3/2024,1,0,1,2,3092,0,,10.243.164.142,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/25/1,IPGB_Interface1_1/3/25,IPGB,1/3/2025,1,0,1,0,0,0,00-19-C6-3E-30-20,10.243.165.66,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/26/1,IPGB_Interface2_1/3/26,IPGB,1/3/2026,1,0,1,0,0,0,00-19-C6-3E-30-21,10.243.165.70,30,,
110,EMS7,BSCZ_PENGAYOMAN1,PARE-PARE,110-1/3/28/1,IPAbis_Interface1_1/3/28,Abis,1/3/2028,1,0,1,0,0,0,00-19-C6-3E-30-17,10.244.171.237,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/1/17/1,ABIS_INF11,Abis,1/1/2017,1,0,1,0,0,0,00-19-C6-42-70-D5,10.244.170.82,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/1/18/1,IPA_CP&UP_INF1,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-42-79-58,,,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/1/18/1,IPA_CP_INF1,AoIP,1/1/2018,1,0,1,1,3086,0,,10.243.164.162,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/1/18/1,IPA_UP_INF1,AoIP,1/1/2018,1,0,1,2,3098,0,,10.243.164.170,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/1/23/1,IPGB_INF11,IPGB,1/1/2023,1,0,1,0,0,0,00-19-C6-42-A3-E7,10.243.165.82,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/3/17/1,ABIS_INF22,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-40-5A-DA,10.244.170.86,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/3/18/1,IPA_CP&UP_INF2,AoIP,1/3/2018,1,0,1,0,0,0,00-19-C6-40-63-5D,,,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/3/18/1,IPA_CP_INF2,AoIP,1/3/2018,1,0,1,1,3083,0,,10.243.164.166,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/3/18/1,IPA_UP_INF2,AoIP,1/3/2018,1,0,1,2,3095,0,,10.243.164.174,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/3/23/1,IPGB_INF22,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-40-8D-EC,10.243.165.86,30,,
111,EMS7,BSCZ_PENGAYOMAN2,MAKASSAR,111-1/3/27/1,Magic Radio use,,1/3/2027,1,0,1,0,0,0,00-19-C6-40-AF-F8,10.245.146.113,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/1/17/1,IPAbis_Interface1_1/1/17,Abis,1/1/2017,1,0,1,0,0,0,00-19-C6-44-00-82,10.244.170.98,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/1/18/1,IPA_CP&UP_interface1_1/1/18,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-44-09-05,,,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/1/18/1,IPA_CP_Interface1_1/1/18,AoIP,1/1/2018,1,0,1,1,3087,0,,10.243.164.194,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/1/18/1,IPA_UP_Interface1_1/1/18,AoIP,1/1/2018,1,0,1,2,3100,0,,10.243.164.202,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/1/23/1,IPGB_Interface1_1/1/23,IPGB,1/1/2023,1,0,1,0,0,0,00-19-C6-44-33-94,10.243.165.98,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/3/17/1,IPAbis_Interface1_1/3/17,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-41-EA-87,10.244.170.102,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/3/18/1,IPA_CP&UP_interface2_1/3/18,AoIP,1/3/2018,1,0,1,0,0,0,00-19-C6-41-F3-0A,,,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/3/18/1,IPA_CP_Interface2_1/3/18,AoIP,1/3/2018,1,0,1,1,3085,0,,10.243.164.198,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/3/18/1,IPA_UP_Interface2_1/3/18,AoIP,1/3/2018,1,0,1,2,3096,0,,10.243.164.206,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/3/23/1,IPGB_Interface2_1/3/23,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-42-1D-99,10.243.165.102,30,,
112,EMS7,BSCZ_PENGAYOMAN3,PARE-PARE,112-1/3/27/1,IPAbis_Interface1_1/3/27,Abis,1/3/2027,1,0,1,0,0,0,00-19-C6-42-3F-A5,10.244.171.237,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/1/17/1,IPABIS_INF1,Abis,1/1/2017,1,0,1,0,0,0,00-19-C6-45-90-2F,10.244.170.114,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/1/18/1,IPA_UP&CP_INF1,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-45-98-B2,,,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/1/18/1,IPA_CP_INF1,AoIP,1/1/2018,1,0,1,1,3090,0,,10.243.164.226,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/1/18/1,IPA_UP_INF1,AoIP,1/1/2018,1,0,1,2,3541,0,,10.243.164.234,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/1/23/1,IPGB_INF1,IPGB,1/1/2023,1,0,1,0,0,0,00-19-C6-45-C3-41,10.243.165.114,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/3/17/1,IPABIS_INF2,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-43-7A-34,10.244.170.118,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/3/18/1,IPA_UP&CP_INF2,AoIP,1/3/2018,1,0,1,0,0,0,00-19-C6-43-82-B7,,,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/3/18/1,IPA_CP_INF2,AoIP,1/3/2018,1,0,1,1,3088,0,,10.243.164.230,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/3/18/1,IPA_UP_INF2,AoIP,1/3/2018,1,0,1,2,3097,0,,10.243.164.238,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/3/23/1,IPGB_INF2,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-43-AD-46,10.243.165.118,30,,
113,EMS7,BSCZ_PENGAYOMAN4,MAKASSAR,113-1/3/27/1,TESTSDR,,1/3/2027,1,0,1,0,0,0,00-19-C6-43-CF-52,10.244.171.237,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/1/17/1,IPAbis_Interface1_1/1/17,Abis,1/1/2017,1,0,1,0,0,0,00-19-C6-47-1F-DC,10.244.170.2,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/1/18/1,IPA_CP&UP_interface1_1/1/18,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-47-28-5F,,,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/1/18/1,IPA_CP_Interface1_1/1/18,AoIP,1/1/2018,1,0,1,1,3086,0,,10.243.164.2,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/1/18/1,IPA_UP_Interface1_1/1/18,AoIP,1/1/2018,1,0,1,2,3096,0,,10.243.164.10,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/1/23/1,IPGB_Interface1_1/1/23,IPGB,1/1/2023,1,0,1,0,0,0,00-19-C6-47-52-EE,10.243.165.2,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/1/24/1,LTE_Transport_Quality,,1/1/2024,1,0,1,0,0,0,00-19-C6-47-5B-71,10.245.146.126,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/3/17/1,IPAbis_Interface1_1/3/17,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-45-09-E1,10.244.170.6,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/3/18/1,IPA_CP&UP_interface2_1/3/18,AoIP,1/3/2018,1,0,1,0,0,0,00-19-C6-45-12-64,,,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/3/18/1,IPA_CP_Interface2_1/3/18,AoIP,1/3/2018,1,0,1,1,3085,0,,10.243.164.6,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/3/18/1,IPA_UP_Interface2_1/3/18,AoIP,1/3/2018,1,0,1,2,3095,0,,10.243.164.14,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/3/23/1,IPGB_Interface2_1/3/23,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-45-3C-F3,10.243.165.6,30,,
114,EMS7,BSCZ_SUDIANG1,MAKASSAR,114-1/3/27/1,IPAbis_Interface1_1/3/27,Abis,1/3/2027,1,0,1,0,0,0,00-19-C6-45-5E-FF,10.244.171.237,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/1/17/1,IPABIS_INF1,Abis,1/1/2017,1,0,1,0,0,0,00-19-C6-48-AF-89,10.244.170.18,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/1/18/1,IPA_UP&CP_INF1,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-48-B8-0C,,,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/1/18/1,IPA_CP_INF1,AoIP,1/1/2018,1,0,1,1,3088,0,,10.243.164.34,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/1/18/1,IPA_UP_INF1,AoIP,1/1/2018,1,0,1,2,3098,0,,10.243.164.42,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/1/23/1,IPGB_INF1,IPGB,1/1/2023,1,0,1,0,0,0,00-19-C6-48-E2-9B,10.243.165.18,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/3/17/1,IPABIS_INF2,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-46-99-8E,10.244.170.22,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/3/17/2,TESTSDR,,1/3/2017,1,0,2,0,0,0,00-19-C6-46-AF-DD,10.244.170.101,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/3/18/1,IPA_UP&CP_INF2,AoIP,1/3/2018,1,0,1,0,0,0,00-19-C6-46-A2-11,,,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/3/18/1,IPA_CP_INF2,AoIP,1/3/2018,1,0,1,1,3087,0,,10.243.164.38,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/3/18/1,IPA_UP_INF2,AoIP,1/3/2018,1,0,1,2,3097,0,,10.243.164.46,30,,
115,EMS7,BSCZ_SUDIANG2,MAKASSAR,115-1/3/23/1,IPGB_INF2,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-46-CC-A0,10.243.165.22,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/1/17/1,ABIS_INF1,Abis,1/1/2017,1,0,1,0,0,0,00-19-C6-4A-3F-36,10.244.170.34,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/1/18/1,IPA_CP&UP_INF1,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-4A-47-B9,,,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/1/18/1,IPA_CP_INF1,AoIP,1/1/2018,1,0,1,1,3082,0,,10.243.164.66,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/1/18/1,IPA_UP_INF1,AoIP,1/1/2018,1,0,1,2,3092,0,,10.243.164.74,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/1/23/1,IPGB_INF1,IPGB,1/1/2023,1,0,1,0,0,0,00-19-C6-4A-72-48,10.243.165.34,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/3/17/1,ABIS_INF2,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-48-29-3B,10.244.170.38,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/3/18/1,IPA_CP&UP_INF2,AoIP,1/3/2018,1,0,1,0,0,0,00-19-C6-48-31-BE,,,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/3/18/1,IPA_CP_INF2,AoIP,1/3/2018,1,0,1,1,3081,0,,10.243.164.70,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/3/18/1,IPA_UP_INF2,AoIP,1/3/2018,1,0,1,2,3091,0,,10.243.164.78,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/3/23/1,IPGB_INF2,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-48-5C-4D,10.243.165.38,30,,
116,EMS7,BSCZ_SUDIANG3,PARE-PARE,116-1/3/23/2,egpb,,1/3/2023,1,0,2,0,0,0,00-19-C6-48-72-9C,10.244.170.101,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/17/1,IPAbis_Interface1,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-49-B8-E8,10.244.170.50,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/17/2,test-bts,,1/3/2017,1,0,2,0,0,0,00-19-C6-49-CF-37,10.244.170.101,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/18/1,IPAbis_Interface2,Abis,1/3/2018,1,0,1,0,0,0,00-19-C6-49-C1-6B,10.244.170.54,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/23/1,A_Interface1,AoIP,1/3/2023,1,0,1,0,0,0,00-19-C6-49-EB-FA,,,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/23/1,A_Interface1_cp,AoIP,1/3/2023,1,0,1,1,3084,0,,10.243.164.98,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/23/1,A_Interface1_up,AoIP,1/3/2023,1,0,1,2,3094,0,,10.243.164.106,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/24/1,A_Interface2,AoIP,1/3/2024,1,0,1,0,0,0,00-19-C6-49-F4-7D,,,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/24/1,A_Interface2_cp,AoIP,1/3/2024,1,0,1,1,3083,0,,10.243.164.102,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/24/1,A_Interface2_up,AoIP,1/3/2024,1,0,1,2,3093,0,,10.243.164.110,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/25/1,IPGB_Interface1,IPGB,1/3/2025,1,0,1,0,0,0,00-19-C6-49-FD-00,10.243.165.50,30,,
117,EMS7,BSCZ_SUDIANG4,MAKASSAR,117-1/3/26/1,IPGB_Interface1,IPGB,1/3/2026,1,0,1,0,0,0,00-19-C6-4A-05-83,10.243.165.54,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/1/17/1,IPAbis_Interface1_1/1/17,Abis,1/1/2017,1,0,1,0,0,0,00-19-C6-4D-5E-90,10.244.170.130,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/1/18/1,IPA_CP&UP_interface1_1/1/18,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-3E-30-13,,,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/1/18/1,IPA_CP_Interface1_1/1/18,AoIP,1/1/2018,1,0,1,1,3082,0,,10.244.164.2,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/1/18/1,IPA_UP_Interface1_1/1/18,AoIP,1/1/2018,1,0,1,2,3091,0,,10.244.164.10,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/1/23/1,IPGB_Interface1_1/1/23,IPGB,1/1/2023,1,0,1,0,0,0,00-19-C6-4D-91-A2,10.243.165.130,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/3/17/1,IPAbis_Interface1_1/3/17,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-4B-48-95,10.244.170.134,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/3/18/1,IPA_CP&UP_interface2_1/3/18,AoIP,1/3/2018,1,0,1,0,0,0,00-19-C6-3E-30-14,,,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/3/18/1,IPA_CP_Interface2_1/3/18,AoIP,1/3/2018,1,0,1,1,3081,0,,10.244.164.6,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/3/18/1,IPA_UP_Interface2_1/3/18,AoIP,1/3/2018,1,0,1,2,3092,0,,10.244.164.14,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/3/23/1,IPGB_Interface2_1/3/23,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-4B-7B-A7,10.243.165.134,30,,
118,EMS7,BSCZ_JENEPONTO1,MAKASSAR,118-1/3/27/1,IPAbis_Interface1_1/3/27,Abis,1/3/2027,1,0,1,0,0,0,00-19-C6-3E-30-17,,,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/1/17/1,IPABIS_INF1,Abis,1/1/2017,1,0,1,0,0,0,00-19-C6-3E-EE-3E,10.244.170.242,30,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/1/18/1,IPA_UP&CP_INF1,AoIP,1/1/2018,1,0,1,0,0,0,00-19-C6-3E-F6-C1,,,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/1/18/1,IPA_CP_INF1,AoIP,1/1/2018,1,0,1,1,3084,0,,10.244.164.226,30,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/1/18/1,IPA_UP_INF1,AoIP,1/1/2018,1,0,1,2,3094,0,,10.244.164.234,30,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/1/23/1,IPGB_INF1,IPGB,1/1/2023,1,0,1,0,0,0,00-19-C6-3F-21-50,10.243.165.242,30,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/3/17/1,IPABIS_INF2,Abis,1/3/2017,1,0,1,0,0,0,00-19-C6-4C-D8-42,10.244.170.246,30,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/3/18/1,IPA_UP&CP_INF2,AoIP,1/3/2018,1,0,1,0,0,0,00-19-C6-4C-E0-C5,,,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/3/18/1,IPA_CP_INF2,AoIP,1/3/2018,1,0,1,1,3085,0,,10.244.164.230,30,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/3/18/1,IPA_UP_INF2,AoIP,1/3/2018,1,0,1,2,3095,0,,10.244.164.238,30,,
119,EMS7,BSCZ_BONE1,MAKASSAR,119-1/3/23/1,IPGB_INF2,IPGB,1/3/2023,1,0,1,0,0,0,00-19-C6-4D-0B-54,10.243.165.246,30,,
